Enc. Variable 0,Enc. Variable 1,noise,SNR
0.17695338,0.8998388,1,0
-0.19119696,0.1735298,0,0
0.15810823,-0.1784012,1,6
-0.010364171,-0.43110463,1,-6
0.9598631,0.93224835,0,0
0.4282958,0.2291446,0,0
0.70377755,-0.21915306,0,0
-1.2983998,-0.18905938,0,0
0.6950637,0.5351229,0,0
1.2150689,1.2010303,0,0
-0.15934737,-1.9371319,1,0
-1.1152239,-0.66914415,0,0
0.091357276,2.3360448,0,0
0.34134418,-0.30386433,0,0
-1.1843207,0.6289341,0,0
0.7336438,0.0076994114,0,0
1.3806969,1.9431225,1,0
-0.6925972,-0.17494708,1,6
0.43594158,-0.07958498,0,0
0.5505452,-0.4877062,0,0
0.5592051,-0.4677335,0,0
-1.200289,0.008745462,0,0
0.7765846,0.42385924,0,0
-1.0678742,-0.47747013,1,24
-1.0647085,0.7376185,0,0
0.7323773,0.15942943,0,0
-0.23094738,-0.12323038,0,0
0.14351813,-0.36327887,0,0
0.6817678,0.27824283,0,0
-0.9984905,0.5476988,0,0
-0.75338405,0.57053727,0,0
1.2470651,0.89974546,0,0
0.6611439,0.29156333,0,0
0.94561106,-0.04455377,0,0
-1.2565156,-0.46871224,0,0
-0.18690784,0.090375476,1,18
0.8403169,-1.409975,1,6
0.6449298,0.2739294,0,0
-0.7551428,-0.56229794,0,0
0.62325275,1.1682136,1,-6
-1.3738176,0.9894768,0,0
0.11953208,0.10285271,1,18
-0.65558815,-0.52981675,1,24
-1.3150018,-0.14497654,1,18
1.0648203,0.07273117,0,0
-0.1166355,-1.2273303,1,0
-1.0487008,0.43434456,1,18
-0.05919279,-0.759601,1,6
0.39307415,0.32980055,0,0
0.014797583,0.2240696,1,12
0.8421564,-0.6772158,1,12
0.62613565,-0.5717615,1,6
-1.308047,-0.43692693,0,0
-0.69407606,-0.119571656,0,0
0.5410697,-1.6599163,1,-6
-1.4812304,0.6523388,0,0
0.23825577,0.27881864,1,18
0.66038305,0.49773258,0,0
1.0683522,0.18528119,1,24
0.12744044,-1.2408248,1,6
0.37390673,0.20596693,0,0
0.052910745,0.50192773,1,12
-1.0060226,0.48734516,0,0
-0.8926666,-0.6762197,0,0
-0.36854872,-1.054311,1,6
0.13750382,0.6041898,1,6
1.3676466,-2.0001361,1,0
0.3566295,-0.052465692,1,24
-0.1135842,0.22048444,0,0
-0.643555,0.4563305,1,6
-0.19276492,-0.3901072,1,0
1.1755399,-0.09388004,1,0
0.84143436,0.8972566,0,0
1.1186215,-0.40563124,0,0
0.2367402,-1.053201,1,6
0.8048194,-0.7892917,0,0
-1.1700401,0.42995635,0,0
0.9062028,-0.39144865,0,0
0.44751883,-0.12502073,0,0
-0.3235175,-0.8583397,1,6
0.9510172,-0.55193466,0,0
0.65420955,0.09492381,0,0
0.05644852,-0.18151762,1,12
-0.86504245,-0.8960283,0,0
0.6415349,-0.14422125,0,0
-0.15224247,0.10899401,0,0
0.61240447,0.60119045,1,18
0.24322408,-2.271718,1,-6
-0.27743867,0.16567498,0,0
0.52619,0.18990235,0,0
-0.19991425,0.19189966,0,0
-0.11180098,-0.13233607,1,6
0.30430597,0.21638721,1,18
-0.03528928,0.9128071,1,6
-0.51519483,-0.38187903,1,24
-0.39924902,0.21472384,1,18
-0.9083717,-0.29096153,1,18
0.6325897,0.058782365,1,24
0.86129844,0.3865391,0,0
0.59912175,-0.10853766,0,0
-0.28149596,0.3654608,0,0
-0.7543622,-0.57013625,0,0
0.76883996,-0.648136,1,6
-0.16777745,0.11175679,0,0
0.38962927,0.3565504,1,18
-0.59170824,1.2055075,1,0
-0.4978544,-0.5479549,1,12
-0.9155278,-0.5588054,0,0
-0.50676215,0.12685883,1,6
-1.1320864,0.65166503,0,0
-0.5614526,-0.43045446,0,0
0.81353325,0.16924408,0,0
0.7870586,0.14236765,0,0
0.14381471,-0.074212804,1,-6
0.04666644,1.8720856,1,0
0.7270462,0.08591345,0,0
1.0397292,0.7561784,0,0
1.2272726,-0.48362577,0,0
-0.37261832,-1.3341707,1,-6
-0.30191854,0.33985952,1,6
0.7982067,0.036707535,0,0
-0.9559622,0.38075128,0,0
0.26233193,0.13968,1,6
1.0305078,-0.09494496,0,0
-0.68682265,2.428594,1,0
0.8874184,-0.54465747,0,0
0.49012443,0.6293348,0,0
-1.0231489,-0.36880994,0,0
0.044971827,-1.5598414,1,6
-1.2050931,0.67679393,0,0
-0.38421875,-1.2468734,1,-6
0.98747444,0.17072837,0,0
-0.021134632,-0.6492827,1,0
0.31917447,-1.7051193,1,0
-0.63767743,-0.7589642,1,24
-1.0098631,0.8088043,0,0
0.56405586,0.018825093,0,0
0.45360935,0.5292542,1,18
-0.15630817,0.002223283,0,0
-0.090156406,0.323728,0,0
0.8934809,0.35249245,0,0
0.6074257,-0.20510966,0,0
0.7696707,0.039206974,0,0
-1.4660066,-0.46130368,0,0
-0.34117416,0.06050568,1,0
-1.1342626,-0.6319273,0,0
0.09484685,0.28624704,1,24
0.4772352,-0.35655499,0,0
-1.0147432,-0.26749805,0,0
-0.84740925,-0.322892,0,0
0.102902085,-0.48383078,1,-6
0.764239,0.4135772,1,12
0.75341463,-0.19678968,0,0
-0.22805467,1.0571016,1,6
-0.42068377,-0.72865754,0,0
-0.8030102,-0.6856592,0,0
-1.5028635,-0.7823532,0,0
0.81491435,-0.11916083,0,0
0.39247638,-0.19882937,0,0
0.22985744,-0.028280646,0,0
-0.6775182,-0.7390788,0,0
0.54711604,-0.8755567,1,0
-0.8398446,-0.46702334,0,0
0.586096,-0.07559082,0,0
-0.974818,1.4942325,0,0
-0.99166256,-0.47046483,0,0
0.87765783,0.13465554,0,0
1.0573548,0.7058761,0,0
0.9587343,-0.19287658,0,0
-0.8670453,-0.32872757,0,0
0.872275,-0.30250868,0,0
0.5262399,-0.36064306,0,0
-0.05772835,0.32224542,1,12
-0.11629527,0.16378124,1,12
0.9371953,0.18579108,0,0
0.6756905,-0.124267474,0,0
-0.31017473,0.17355281,0,0
-0.4633493,0.46391296,1,-6
-1.4014895,-0.36419585,0,0
-0.18029286,0.37689668,0,0
0.9443515,0.62407756,1,24
-0.953111,-0.3519911,0,0
1.1002868,0.15650184,0,0
0.27800235,0.30688265,0,0
-0.2354516,-0.4126549,1,0
-0.8580879,-0.38013354,1,24
-0.710201,-0.34120703,0,0
-1.2308877,-0.62199986,1,18
-0.44548163,0.015472293,1,12
-0.24480024,0.050822347,0,0
0.1378253,1.0508679,1,-6
-0.17047262,-0.13679382,1,0
-0.1267966,0.24482384,1,24
0.7813613,-0.40732506,0,0
-0.95239836,0.49703613,0,0
0.6719725,0.928475,0,0
0.15230021,1.4478972,1,-6
0.052845582,-0.5282576,1,0
-0.46031088,0.25710082,0,0
-0.90793,-1.1211853,0,0
-0.23323932,0.46031678,0,0
-0.7721582,-0.56505513,0,0
-0.15648086,-0.17692983,0,0
0.14283027,-0.57009655,1,-6
-0.9237802,-0.81922925,0,0
0.4448318,-0.017584685,0,0
-0.9251424,-0.57843417,1,24
-0.13457204,0.31830677,0,0
-0.28204474,-0.9826167,1,-6
-1.0306444,-0.30013347,0,0
1.6198267,-0.9947753,1,18
1.1392754,-0.021101594,1,6
-0.66346234,-0.47116712,0,0
-0.65138817,-0.6843384,0,0
0.9977578,1.1358776,1,18
0.898248,-0.3143308,0,0
-0.7545202,-0.08012238,0,0
-0.037553117,0.22353156,1,18
-0.5032537,-1.2396704,1,0
-0.047241427,0.33903947,0,0
0.4474447,0.29786426,0,0
-0.6473816,0.18488021,1,12
-0.14728138,0.27938414,0,0
0.5174252,-0.0022005737,0,0
0.3627978,0.38893968,0,0
-0.1279639,-0.019811407,1,24
0.71033114,-0.3449616,1,18
-0.94187635,-0.5855063,0,0
0.3130544,0.06939535,0,0
0.41783774,-0.47114766,0,0
0.61750716,0.05189579,1,18
-1.2850221,1.2285732,1,6
0.9583933,1.4951506,1,12
0.072311155,0.8577564,1,-6
-1.4424726,0.96075433,0,0
0.6569111,0.22640675,0,0
-0.7159966,-0.48152906,0,0
0.0614884,0.81652355,1,0
-0.7984425,-0.16224767,0,0
0.15098238,-0.0005467236,0,0
0.9770253,-0.56881535,1,24
-1.0930384,-0.1216633,0,0
-1.1938868,0.35384682,0,0
-0.43203297,-1.3849595,1,0
-0.54152596,-0.68864197,0,0
0.8192212,0.49315593,0,0
0.30092514,-0.15050128,0,0
1.0020398,-0.2863196,0,0
0.6621008,-1.1597034,1,12
-0.1186596,0.82501805,1,0
-0.8254045,-0.32014188,0,0
-0.6864628,-0.29567552,0,0
-0.23430176,0.9924175,1,-6
0.5532533,-0.42999643,0,0
-0.73937213,-0.34620985,1,24
0.7407186,-0.37330335,0,0
0.2106625,-0.65169054,1,-6
-0.82908386,-0.75784534,0,0
0.32223758,0.085772954,1,12
-1.1012522,-0.63889146,0,0
-0.04651212,-0.9981607,1,0
0.3230115,-0.1698651,0,0
0.99090546,0.009435628,0,0
-0.21091281,0.31317458,1,6
0.08631465,-0.9861767,1,0
-0.99424684,0.30579418,0,0
-1.028255,-0.20385137,0,0
0.59362316,-0.75156075,0,0
0.89566994,-0.14749554,1,12
-0.66093355,0.26053038,0,0
0.045936983,0.38252178,0,0
-0.15993737,0.95334506,1,0
-0.22234124,0.11157039,0,0
-0.7931882,-0.19417983,0,0
-0.8213171,-0.37495744,0,0
1.0404639,0.19040233,0,0
-0.7637974,0.6202036,0,0
2.0420663,-0.63228476,1,12
-0.88163596,-0.19547457,0,0
-0.16883095,1.02509,1,0
0.7901644,0.18137902,0,0
-0.9517875,0.52948844,0,0
0.36854443,-0.9679325,1,12
-0.5854944,-0.03907293,1,18
0.680108,0.21080112,0,0
-1.0441283,1.2249135,0,0
0.44344282,0.32790875,1,24
-0.3930609,-1.5991672,1,0
0.6530117,-0.0019856095,0,0
-0.3706928,0.0036485493,1,18
-1.1280966,0.8268707,0,0
-0.5932693,-0.14542514,0,0
-0.054812387,-0.91534686,1,-6
0.9175161,0.028212236,0,0
-0.3821188,0.14586619,0,0
0.45216203,-0.11609262,0,0
-0.8919248,-0.7330259,0,0
-0.8924779,-0.32213205,0,0
-0.029945724,-1.273403,1,0
1.3520756,-0.19876298,1,0
1.2297491,-0.986936,1,12
1.0365765,-0.0645909,0,0
-0.86242646,-0.056951046,0,0
-0.60522413,-0.7293584,0,0
0.64633137,-0.35923892,0,0
-1.1063377,0.5583237,1,24
1.0349371,-0.014211211,0,0
0.9606826,0.12797096,0,0
0.3056802,-0.060296424,0,0
0.51714504,-0.049521897,0,0
0.04510092,-0.40456712,1,6
-0.24654233,0.08174457,0,0
-0.4586535,-0.42085642,0,0
-1.1782694,-0.5723866,0,0
-0.16945404,0.1033723,0,0
0.40749556,-0.12678373,0,0
-0.19296409,-0.2375639,1,6
-0.5660238,-0.5930422,0,0
-1.0183022,0.5639734,1,24
0.96019375,0.50127697,0,0
0.62586343,-0.22647849,0,0
0.6415541,-0.039557338,0,0
0.2684921,-0.16742122,1,24
1.2188395,1.1525294,0,0
1.4680017,-0.43636093,1,-6
0.75982463,-0.55495685,1,24
-1.0756607,-0.32322204,0,0
-0.05170062,0.25071657,0,0
-0.2199553,-0.6299104,1,0
-0.64170074,-1.2777836,1,0
0.8848168,-0.11761987,0,0
0.7581383,0.0900455,0,0
1.2371149,0.7657981,1,24
0.47606644,-0.30979872,0,0
0.42003584,0.50951403,0,0
0.5423637,0.39310268,0,0
0.5092588,-0.18961515,0,0
-0.21875858,-0.75059944,1,0
-0.657234,-2.011762,1,-6
1.0031142,0.726058,0,0
-1.0743814,-0.20421055,0,0
1.3598943,-0.86554927,1,24
-0.11927643,0.073197395,0,0
-0.9723827,0.5926788,0,0
-0.6521062,1.3336015,1,-6
-1.1013842,0.60286814,0,0
0.20407751,-0.6917565,1,-6
-0.94440794,-0.36076412,0,0
-0.22495973,0.23550032,0,0
-0.4469528,0.54055697,1,6
0.83162475,-0.9997785,1,6
-0.17163165,0.10626172,0,0
0.7152273,0.57100564,0,0
-1.0474867,0.5224305,0,0
-0.63559353,-0.43965232,0,0
-0.25634885,0.7150906,0,0
0.79744816,0.5770085,0,0
-0.06931393,0.19567259,0,0
-0.6480849,-0.42755532,0,0
-0.8734664,0.09324321,0,0
0.60672855,0.5227731,0,0
0.6951375,0.68655854,0,0
-0.01898168,0.5726939,1,0
-0.43041724,0.3872974,1,24
-0.005611309,-0.35123223,1,6
0.8762653,-0.25836283,0,0
0.49300122,0.30566168,0,0
0.35406813,-0.27127516,0,0
-1.1580868,-0.6925653,0,0
0.37692222,1.3292327,1,12
0.46176812,-0.21828198,0,0
0.7598495,-0.09378424,1,18
0.49878484,0.19324207,0,0
0.15477413,1.1859512,1,0
-0.6075163,0.36299098,0,0
-0.07559824,0.32940176,1,18
-1.1102984,0.56171966,0,0
-1.191619,-0.046085656,0,0
-0.05959426,0.09874673,1,24
0.90062237,0.25105774,0,0
0.24737753,0.008697365,1,18
-1.1023455,-0.57323414,1,18
-0.21560648,-0.099907294,0,0
-1.3007102,0.6906093,0,0
0.6052689,-0.19186443,0,0
0.6188779,-0.28933895,0,0
0.03171902,-0.3073767,1,0
-0.06894167,0.8829082,1,0
-0.90984136,0.43240824,0,0
0.26327297,0.16050003,1,12
-0.10836463,0.093053415,1,24
0.5367988,0.69973373,0,0
-0.71262944,-0.19340362,1,12
-0.81125057,-0.072226435,0,0
-0.30703864,0.88621527,1,-6
0.98293054,0.2313332,0,0
-1.2932802,-0.6477709,0,0
-0.99939966,-0.85765404,1,18
-0.18281253,0.088772096,0,0
-0.24782461,0.011602707,0,0
0.37402126,-0.3878693,1,18
1.0724192,-1.0224878,1,12
1.1036553,-0.2400878,1,24
0.24546151,-0.90958047,1,-6
-0.31264514,-1.3361003,1,-6
0.7130539,-0.63449055,1,12
-0.35587022,-2.3400898,1,0
-0.51767147,-0.13185316,1,-6
0.5526856,1.3738223,1,0
0.26999182,0.18036513,0,0
-0.11397367,-0.24418575,1,6
0.32325622,-0.7799346,0,0
1.064415,0.17870277,0,0
1.4400778,-0.83824915,1,12
0.33425465,-1.0016053,1,-6
0.539619,-0.41548732,0,0
-0.7684843,-0.6344278,0,0
0.52471346,0.10218902,0,0
0.60435706,0.028592527,1,24
-0.12297769,0.17183697,0,0
0.48327428,-0.40116683,0,0
0.5197722,2.4431653,1,-6
1.8391755,0.30796573,1,12
0.8952079,-1.2181674,1,0
0.68126535,0.57478255,1,24
-0.7219389,-0.083290786,0,0
-0.90950936,-0.2994045,0,0
0.9838456,0.43462104,0,0
0.6175822,-0.32928103,0,0
0.370289,0.42028838,0,0
1.0469623,-0.80545,0,0
-0.5069932,-0.6301937,0,0
0.9365069,-0.0999199,0,0
0.060453236,0.5719389,1,0
0.28022847,0.12538628,0,0
0.5408826,0.097946495,0,0
0.4830632,0.38545468,0,0
0.15774105,-0.060527544,1,12
0.53024423,-0.042847216,0,0
-0.13679887,0.24559836,0,0
1.7823205,0.20558105,1,18
-0.14630567,-0.2197978,1,12
1.1434176,-0.21309888,0,0
0.6922382,-0.5522002,0,0
-1.4569405,0.9997835,0,0
2.0982428,-2.8858738,1,-6
-0.80322134,0.477956,0,0
-0.11964625,0.4102286,1,18
0.3142593,-1.2234999,1,6
0.24946177,1.1528983,1,-6
-0.28102738,-1.8631147,1,6
0.9675865,-0.72615534,0,0
-0.6172554,-0.41872257,1,12
0.49502954,0.6259863,0,0
-0.041998774,0.75958747,1,-6
0.6717977,-0.035518657,0,0
-0.6783016,1.8191664,1,6
0.9493001,-0.22612698,0,0
0.5985439,0.06647311,0,0
-0.33560514,-0.02213198,1,18
-0.73110664,-0.34448546,0,0
-0.030122073,-0.70575446,1,-6
-0.09575238,0.20475438,0,0
0.0012600217,0.8657142,1,6
-0.52286077,-0.6067832,0,0
2.0615535,-0.18124081,1,-6
-1.2404073,0.47777024,0,0
-0.121290684,0.12521042,0,0
-1.0111454,0.5729008,0,0
0.690252,0.11992256,0,0
0.18740596,1.3572189,1,-6
0.7928483,0.9420224,0,0
-0.20041837,0.04004033,0,0
1.7733239,-0.7117821,1,6
-0.97396135,-1.0152205,0,0
0.7844824,0.22059777,0,0
-0.9632111,0.61570174,0,0
0.0019066324,0.5755292,1,0
-0.09261305,0.36773717,1,18
0.9106483,0.62534237,0,0
-0.028583601,1.1489564,1,12
-0.8058603,-0.41055375,0,0
-1.0745482,1.3028979,0,0
0.84791625,0.019951422,1,18
1.0965819,0.13678586,0,0
-0.11071008,0.106053755,0,0
0.5203049,0.29135126,0,0
0.75605834,-0.18524475,0,0
-0.91599184,-0.11629173,0,0
-0.662354,1.5681839,1,6
-0.0360046,-0.98947036,1,-6
0.08017189,1.2596009,1,-6
0.58904564,1.276767,1,18
0.48313564,-0.94529486,1,0
-0.10987308,0.35265988,0,0
-0.24688107,0.53300035,1,-6
1.1871301,1.0173458,0,0
0.13630873,-2.0960789,1,12
0.86023355,0.01954028,0,0
0.8445982,0.5099467,1,6
-0.07355727,1.4129314,1,6
-0.008763649,0.22275531,1,6
-0.9598297,-0.40690997,0,0
0.8092927,0.3497958,0,0
0.6880549,-0.06969178,1,18
-0.6836129,-1.3011295,1,-6
-0.9187584,0.47889596,0,0
0.33431053,0.082609355,0,0
0.69314957,0.00070526823,1,24
-0.19161803,0.0572935,0,0
-0.21299398,-0.582865,1,-6
0.68095577,0.5556848,0,0
0.37948257,1.4871248,1,0
0.060409077,-0.06410497,1,6
0.9732145,-0.29430312,0,0
0.11514407,0.063231975,1,6
-0.55726635,-0.47749984,1,18
0.21117672,-0.50490195,1,6
2.3056796,-1.4913172,1,12
0.82514197,-0.16709025,0,0
-1.3664587,-0.45130384,1,24
0.44940156,0.31290913,0,0
-0.23725682,1.754149,1,0
-1.3657553,-0.03068176,0,0
-0.22276106,-0.2159041,1,6
0.30247107,0.62206066,1,0
-0.95483035,-0.2415146,0,0
-0.42865145,0.15359467,1,24
0.02485781,0.6269753,1,-6
-0.27704155,0.31067586,1,12
-0.71297777,-0.31270638,0,0
0.8827458,0.2264325,0,0
-0.18339868,0.09086082,0,0
-0.5661291,1.0555117,1,6
-0.9031116,1.1533446,1,0
0.89697516,-0.46304032,1,12
-0.9817242,-0.2998801,0,0
-1.0684047,0.5165378,0,0
0.8746686,-0.15210529,0,0
-1.0702181,-0.3872685,0,0
0.08569467,0.24426226,0,0
-1.1170017,-0.07990786,0,0
-0.24171463,0.03132597,1,12
-0.8703841,-0.3001445,0,0
-1.330671,-0.8440895,0,0
-1.0935079,-0.5905684,0,0
-1.5087538,-0.35144287,0,0
0.46150398,-0.14629287,0,0
0.58930117,0.31950313,0,0
0.40894914,0.41622418,1,18
0.793149,0.08776425,0,0
0.44898397,0.10962805,0,0
0.8852037,0.5334013,0,0
-1.2493234,0.36225164,0,0
0.7512454,-0.55342424,0,0
-1.117401,0.48409283,0,0
-1.3984231,0.36423856,1,24
1.1641539,-0.55689263,0,0
0.7813066,-0.49784103,0,0
1.26366,-0.29659772,0,0
0.6204224,0.2005425,0,0
1.3382912,-1.3200612,1,12
-0.56621134,-0.8018609,1,24
0.8793095,-0.18251726,0,0
-0.9555348,-0.43671563,0,0
-0.68255895,-0.3648933,0,0
-0.6997387,-0.49603885,0,0
-1.0720909,-0.8536633,1,18
-0.87465245,-0.10291153,0,0
-0.85295606,-0.18322346,0,0
-0.03490835,0.56255656,0,0
1.8481214,-1.2305079,0,0
-1.0246586,-0.8303726,0,0
0.103151515,0.16681503,1,12
0.24259475,-0.40449208,0,0
-0.12670182,1.0079216,1,0
-0.5898664,1.6995598,1,-6
-0.41075322,-0.08055226,1,6
0.4464674,0.28550613,1,24
0.5970542,-0.17295225,0,0
1.0626144,-0.07241887,1,12
-0.2618842,0.16558084,0,0
-0.32076484,-1.7732111,1,-6
-0.10860746,0.0132018775,0,0
-0.5644568,-0.035216633,1,12
-0.30586654,-0.10339652,0,0
0.51693314,0.5015402,1,6
0.1993822,-0.6118225,1,0
-0.67206013,0.33250272,0,0
-0.28352317,0.027669758,0,0
-0.05930097,0.25806344,1,18
0.18804286,-0.113567546,1,12
-0.059052736,0.018455677,1,12
0.25633663,1.93116,1,-6
0.70391226,0.6089049,0,0
-0.07898407,0.26321837,0,0
-1.2439195,0.35451865,0,0
-0.49325603,-0.294573,1,18
0.80750585,-0.09882879,0,0
0.12116894,0.30122787,1,6
0.2846589,0.6153824,0,0
-0.2474015,-0.29779267,1,18
-0.8986135,0.29800743,0,0
0.9569892,0.39206952,0,0
0.014068369,0.39318094,0,0
0.5757174,0.07549268,1,24
0.56020266,-0.049350098,0,0
0.5875734,-0.08858446,0,0
0.5188252,-0.23230588,0,0
0.2520732,-2.0579987,1,-6
-0.32635134,0.8250649,1,6
-0.6851397,-0.7231407,0,0
0.5688597,-1.6414379,1,-6
0.70622027,-0.39350212,0,0
0.92966735,0.16153133,0,0
